form,lemma
do,do
n't,not
.,.
lots,lot
of,of
important,important
stories,story
out,out
there,there
today,today
jeff,jeff
....,....
thank,thank
god,god
and,and
a,a
few,few
good,good
souls,soul
for,for
that,that
conviction,conviction
.,.
Have,have
you,you
sent,send
this,this
to,to
congress,congress
yet,yet
?,?
talk,talk
about,about
law,law
enforcement,enforcement
not,not
having,have
the,the
will,will
...,...
CRACKDOWN,crackdown
ON,on
POLYGAMY,polygamy
GROUP,group
Small,small
polygamous,polygamous
groups,group
have,have
existed,exist
in,in
the,the
southwestern,southwestern
US,US
under,under
the,the
watchful,watchful
yet,yet
fairly,fairly
benign,benign
eye,eye
of,of
authorities,authority
ever,ever
since,since
a,a
sect,sect
known,know
as,as
the,the
Fundamentalist,Fundamentalist
Latter,Latter
Day,Day
Saints,Saints
(,(
FLDS,FLDS
),)
separated,separate
itself,itself
from,from
mainstream,mainstream
Mormonism,Mormonism
in,in
1890,1890
.,.
...,...
Now,now
",",","
FLDS,FLDS
leader,leader
Warren,Warren
Jeffs,Jeffs
has,have
been,be
added,add
to,to
the,the
FBI,FBI
's,'s
list,list
of,of
	,PUNCT
Ten,ten
Most,most
Wanted,want
Fugitives,fugitive
",",","
	,PUNCT
a,a
move,move
that,that
caps,cap
law,law
enforcement,enforcement
's,'s
dramatic,dramatic
change,change
of,of
approach,approach
toward,toward
the,the
polygamous,polygamous
group,group
in,in
recent,recent
years,year
...,...
[,[
because,because
of,of
],]
the,the
impact,impact
that,that
the,the
group,group
's,'s
practices,practice
",",","
law,law
enforcement,enforcement
officials,official
say,say
",",","
are,be
having,have
on,on
the,the
most,most
vulnerable,vulnerable
within,within
the,the
sect,sect
",",","
particularly,particularly
children,child
and,and
women,woman
.,.
When,when
the,the
FLDS,FLDS
under,under
Mr.,Mr.
Jeffs,Jeffs
(,(
and,and
his,he
father,father
before,before
him,he
),)
grew,grow
to,to
some,some
"10,000","10,000"
followers,follower
in,in
several,several
southwestern,southwestern
communities,community
with,with
estimated,estimate
assets,asset
of,of
$,$
110,110
million,million
;,;
when,when
it,it
became,become
clear,clear
that,that
government,government
officials,official
",",","
school,school
authorities,authority
",",","
and,and
police,police
in,in
those,those
communities,community
had,have
become,become
intertwined,intertwined
with,with
the,the
sect,sect
;,;
when,when
ex-members,ex-member
increasingly,increasingly
reported,report
child,child
and,and
sexual,sexual
abuse,abuse
charges,charge
(,(
mainly,mainly
involving,involve
underage,underage
girls,girl
forced,force
to,to
marry,marry
older,older
men,man
),)
;,;
and,and
when,when
the,the
sect,sect
began,begin
to,to
use,use
secluded,secluded
compounds,compound
",",","
state,state
and,and
federal,federal
authorities,authority
started,start
to,to
crack,crack
down,down
more,more
vigorously,vigorously
.,.
...,...
Specifically,specifically
",",","
Jeffs,Jeffs
is,be
charged,charge
in,in
Utah,Utah
and,and
Arizona,Arizona
with,with
sexual,sexual
assault,assault
of,of
underage,underage
girls,girl
and,and
with,with
arranging,arrange
	,PUNCT
spiritual,spiritual
	,PUNCT
marriages,marriage
for,for
girls,girl
and,and
older,older
men,man
.,.
At,at
weekend,weekend
press,press
conferences,conference
in,in
Salt,Salt
Lake,Lake
City,City
and,and
Phoenix,Phoenix
",",","
FBI,FBI
and,and
state,state
officials,official
said,say
Jeffs,Jeffs
	,PUNCT
is,be
considered,consider
armed,armed
and,and
dangerous,dangerous
and,and
may,may
be,be
traveling,travel
with,with
armed,armed
bodyguards,bodyguard
.,.
	,PUNCT
In,in
the,the
past,past
",",","
he,he
has,have
talked,talk
in,in
apocalyptic,apocalyptic
terms,term
about,about
a,a
violent,violent
end,end
to,to
the,the
world,world
",",","
according,accord
to,to
former,former
members,member
.,.
...,...
As,as
with,with
Christian,Christian
Identity,Identity
and,and
other,other
hate,hate
-,-
related,related
philosophies,philosophy
tied,tie
to,to
the,the
Aryan,Aryan
Nations,Nations
and,and
the,the
neo-Nazi,neo-nazi
Creativity,Creativity
Movement,Movement
",",","
Jeffs,Jeffs
has,have
preached,preach
racism,racism
as,as
well,well
.,.
	,PUNCT
The,the
black,black
race,race
is,be
the,the
people,people
through,through
which,which
the,the
devil,devil
has,have
always,always
been,be
able,able
to,to
bring,bring
evil,evil
unto,unto
the,the
earth,earth
",",","
	,PUNCT
Jeffs,Jeffs
has,have
said,say
as,as
cited,cite
by,by
the,the
Southern,Southern
Poverty,Poverty
Law,Law
Center,Center
's,'s
	,PUNCT
Intelligence,intelligence
Report,report
.,.
	,PUNCT
An,a
editorial,editorial
in,in
the,the
church,church
-,-
owned,own
Deseret,Deseret
Morning,Morning
News,News
in,in
Salt,Salt
Lake,Lake
City,City
earlier,earlier
this,this
year,year
acknowledged,acknowledge
that,that
	,PUNCT
the,the
state,state
's,'s
history,history
",",","
a,a
conservative,conservative
belief,belief
in,in
free,free
choice,choice
",",","
and,and
an,a
unwillingness,unwillingness
to,to
stir,stir
up,up
a,a
hornet,hornet
's,'s
nest,nest
in,in
the,the
national,national
media,media
have,have
likely,likely
all,all
contributed,contribute
to,to
the,the
kid,kid
-,-
glove,glove
approach,approach
lawmakers,lawmaker
and,and
law,law
-,-
enforcement,enforcement
officers,officer
have,have
taken,take
when,when
dealing,deal
with,with
polygamous,polygamous
communities,community
.,.
	,PUNCT
http://www.csmonitor.com/2006/0509/p02s01-ussc.html?s=t5,http://www.csmonitor.com/2006/0509/p02s01-ussc.html?s=t5
Maybe,maybe
I,I
'm,be
missing,miss
something,something
here,here
",",","
but,but
how,how
",",","
exactly,exactly
",",","
does,do
one,one
','
Loose,loose
','
"200,000","200,000"
AK47's,ak47'
?,?
	,PUNCT
There,there
's,be
no,no
tracking,tracking
mechanism,mechanism
in,in
place,place
	,PUNCT
?!?!?,?!?!?
Never,never
mind,mind
.,.
No,no
need,need
to,to
worry,worry
.,.
I,I
'm,be
sure,sure
this,this
kind,kind
of,of
thing,thing
goes,go
on,on
all,all
the,the
time,time
.,.
We,we
now,now
return,return
you,you
to,to
your,you
regularly,regularly
scheduled,schedule
programming,programming
....,....
just,just
go,go
here,here
",",","
it,it
s,be
simply,simply
amazing,amazing
The,the
Raw,Raw
Story,Story
i,i
count,count
like,like
14,14
explosive,explosive
headlines,headline
.,.
Then,then
",",","
of,of
course,course
",",","
there,there
is,be
the,the
evidence,evidence
the,the
jury,jury
did,do
not,not
hear,hear
about,about
in,in
the,the
Robinson,Robinson
case,case
...,...
Funny,funny
how,how
some,some
things,thing
are,be
squirelled,squirell
away,away
by,by
well,well
-,-
meaning,mean
prosecutors,prosecutor
...,...
Maybe,maybe
because,because
they,they
hint,hint
at,at
a,a
larger,larger
conspiracy,conspiracy
/,/
network,network
of,of
abusers,abuser
/,/
satanic,satanic
underground,underground
?,?
I,I
read,read
of,of
a,a
case,case
not,not
long,long
ago,ago
when,when
some,some
people,people
were,be
trying,try
to,to
get,get
a,a
polygamous,polygamous
judge,judge
taken,take
off,off
the,the
bench,bench
for,for
not,not
obeying,obey
state,state
law,law
.,.
Of,of
course,course
law,law
enforcement,enforcement
has,have
dragged,drag
it's,it's
feet,feet
when,when
members,member
are,be
taking,take
part,part
in,in
the,the
activity,activity
themselves,themselves
.,.
Personally,personally
I,I
do,do
n't,not
give,give
a,a
damn,damn
what,what
adults,adult
do,do
to,to
one,one
another,another
as,as
long,long
as,as
there,there
is,be
no,no
abuse,abuse
invovled,invovle
.,.
It,it
is,be
the,the
marrying,marrying
off,off
of,of
young,young
girls,girl
to,to
older,older
men,man
often,often
close,close
relatives,relative
that,that
enfurates,enfurate
me,I
.,.
Also,also
these,these
cults,cult
have,have
multimillions,multimillion
yet,yet
the,the
women,woman
and,and
kids,kid
live,live
in,in
poverty,poverty
so,so
the,the
leaders,leader
can,can
live,live
the,the
high,high
life,life
.,.
In,in
the,the
Warren,Warren
Jeffs,Jeffs
cult,cult
he,he
reassigns,reassign
wives,wife
if,if
the,the
husband,husband
displeases,displease
him,he
or,or
to,to
reward,reward
the,the
new,new
husband,husband
.,.
Husbands,husband
marry,marry
mothers,mother
and,and
teen,teen
daughters,daughter
at,at
the,the
same,same
time,time
.,.
a,a
rare,rare
form,form
of,of
retardation,retardation
is,be
showing,show
up,up
in,in
that,that
group,group
more,more
than,than
anywhere,anywhere
else,else
in,in
the,the
world,world
.,.
It,it
is,be
genetic,genetic
and,and
the,the
child,child
needs,need
to,to
get,get
the,the
gene,gene
from,from
both,both
parents,parent
to,to
turn,turn
into,into
a,a
vegetable,vegetable
instead,instead
of,of
a,a
thinking,think
child,child
.,.
The,the
doctor,doctor
begs,beg
them,they
to,to
stop,stop
intermarrying,intermarry
but,but
they,they
say,say
they,they
have,have
to,to
keep,keep
the,the
blood,blood
pure,pure
.,.
look,look
up,up
fumarase,fumarase
deficiency,deficiency
for,for
more,more
info,info
.,.
Also,also
look,look
up,up
the,the
kingston,kingston
family,family
.,.
One,one
member,member
actually,actually
was,be
convicted,convict
of,of
beating,beat
his,he
teen,teen
daughter,daughter
unconcious,unconcious
when,when
she,she
ran,run
away,away
from,from
','
marriage,marriage
','
to,to
her,she
father,father
's,'s
own,own
brother,brother
.,.
no,no
one,one
was,be
charged,charge
for,for
forced,force
marriage,marriage
",",","
only,only
the,the
beating,beating
.,.
So,so
we,we
	,PUNCT
lost,lose
	,PUNCT
some,some
weapon,weapon
?,?
It,it
's,be
a,a
good,good
thing,thing
too,too
.,.
We,we
would,would
n't,not
want,want
those,those
terrorists,terrorist
to,to
run,run
out,out
of,of
shit,shit
to,to
shoot,shoot
at,at
us,we
.,.
Then,then
the,the
war,war
might,might
stop,stop
&,&
all,all
those,those
juicy,juicy
profits,profit
would,would
just,just
evaporate,evaporate
.,.
What,what
's,be
a,a
few,few
dead,dead
soldiers,soldier
in,in
comparison,comparison
to,to
keeping,keep
all,all
those,those
defense,defense
contractors,contractor
awash,awash
in,in
all,all
that,that
tax,tax
cash,cash
?,?
They,they
really,really
are,be
milking,milk
the,the
incompetence,incompetence
angle,angle
though,though
",",","
are,be
n't,not
they,they
?,?
Just,just
another,another
big,big
Iraq,Iraq
whoopsie,whoopsie
daisy,daisy
",",","
huh,huh
?,?
Christ,christ
",",","
you,you
'd,would
think,think
America,America
would,would
get,get
a,a
bit,bit
tired,tired
of,of
these,these
guys,guy
treating,treat
her,she
like,like
she,she
was,be
populated,populate
with,with
nothing,nothing
but,but
gullible,gullible
idiots,idiot
.,.
I,I
suppose,suppose
that,that
it,it
's,be
damn,damn
lucky,lucky
for,for
the,the
GOP,GOP
that,that
she,she
is,be
populated,populate
with,with
gullible,gullible
idiots,idiot
.,.
US,US
outsourcing,outsource
special,special
ops,op
",",","
intelligence,intelligence
to,to
Iraq,Iraq
terror,terror
group,group
",",","
intelligence,intelligence
officials,official
say,say
The,the
Pentagon,Pentagon
is,be
bypassing,bypass
official,official
US,US
intelligence,intelligence
channels,channel
and,and
turning,turn
to,to
a,a
dangerous,dangerous
and,and
unruly,unruly
cast,cast
of,of
characters,character
in,in
order,order
to,to
create,create
strife,strife
in,in
Iran,Iran
in,in
preparation,preparation
for,for
any,any
possible,possible
attack,attack
",",","
former,former
and,and
current,current
intelligence,intelligence
officials,official
say,say
...,...
http://www.rawstory.com/news/2006/US_outsourcing_special_operations_intelligence_gathering_0413.html,http://www.rawstory.com/news/2006/us_outsourcing_special_operations_intelligence_gathering_0413.html
A,a
country,country
deserves,deserve
the,the
leaders,leader
it,it
has,have
",",","
my,my
friends,friend
...,...
And,and
MEK,MEK
--,--
the,the
Iranian,iranian
(,(
not,not
Iraqi,iraqi
),)
terror,terror
group,group
in,in
question,question
--,--
is,be
itself,itself
unquestionably,unquestionably
a,a
cult,cult
:,:
As,as
the,the
leaders,leader
like,like
to,to
boast,boast
",",","
the,the
Mujahedeen,Mujahedeen
is,be
a,a
family,family
affair,affair
.,.
(,(
'',''
We,we
have,have
three,three
generations,generation
of,of
martyrs,martyr
:,:
grandmothers,grandmother
",",","
mothers,mother
",",","
daughters,daughter
.,.
'',''
),)
Most,most
of,of
the,the
girls,girl
I,I
was,be
meeting,meet
had,have
grown,grow
up,up
in,in
Mujahedeen,Mujahedeen
schools,school
in,in
Ashraf,Ashraf
",",","
where,where
they,they
lived,live
separated,separate
from,from
their,they
parents,parent
.,.
Family,family
visits,visit
were,be
allowed,allow
on,on
Thursday,Thursday
nights,night
and,and
Fridays,Fridays
.,.
When,when
Iraq,Iraq
invaded,invade
Kuwait,Kuwait
",",","
many,many
of,of
these,these
girls,girl
were,be
transported,transport
to,to
Jordan,Jordan
and,and
then,then
smuggled,smuggle
to,to
various,various
countries,country
--,--
Germany,Germany
",",","
France,France
",",","
Canada,Canada
",",","
Denmark,Denmark
",",","
England,England
",",","
the,the
United,United
States,States
--,--
where,where
they,they
were,be
raised,raise
by,by
guardians,guardian
who,who
were,be
usually,usually
Mujahedeen,Mujahedeen
supporters,supporter
.,.
When,when
they,they
were,be
18,18
or,or
19,19
",",","
many,many
of,of
them,they
decided,decide
to,to
come,come
back,back
to,to
Iraq,Iraq
and,and
fill,fill
the,the
ranks,rank
of,of
the,the
youngest,youngest
Mujahedeen,Mujahedeen
generation,generation
.,.
Though,though
'',''
decided,decided
'',''
is,be
probably,probably
not,not
the,the
right,right
word,word
",",","
since,since
from,from
the,the
day,day
they,they
were,be
born,bear
",",","
these,these
girls,girl
and,and
boys,boy
were,be
not,not
taught,teach
to,to
think,think
for,for
themselves,themselves
but,but
to,to
blindly,blindly
follow,follow
their,they
leaders,leader
.,.
'',''
Every,every
morning,morning
and,and
night,night
",",","
the,the
kids,kid
",",","
beginning,begin
as,as
young,young
as,as
1,1
and,and
2,2
",",","
had,have
to,to
stand,stand
before,before
a,a
poster,poster
of,of
Massoud,Massoud
and,and
Maryam,Maryam
",",","
salute,salute
them,they
and,and
shout,shout
praises,praise
to,to
them,they
",",","
'',''
Nadereh,Nadereh
Afshari,Afshari
",",","
a,a
former,former
Mujahedeen,Mujahedeen
deep,deep
-,-
believer,believer
",",","
told,tell
me,I
.,.
Afshari,Afshari
",",","
who,who
was,be
posted,post
in,in
